,ID,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
2462,2463,7368.33,7438.07,5482.75,7246.72,1161.64,5327.7,6938.51,7719.02,7772.6,7646.27,512.227,804.598,812.008,2654.14,7541.11,752.367,3994.82,8284.28,6995.56,1619.65,5389.11,5962.3,808.381,7099.69,7385.02,3470.68,752.271
2463,2464,7745.86,1235.95,8266.22,8211.74,425.742,7092.19,753.03,6223.78,514.368,5914.31,5024.65,934.698,486.938,651.507,489.077,1253.25,2140.18,1184.88,7100.67,992.881,3972.51,280.537,6227.16,437.063,6454.4,628.536,433.21
2464,2465,5958.84,7965.79,5678.86,6582.13,7433.48,7435.46,5887.77,5862.61,7395.33,7217.45,1853.45,7634.05,5364.52,1427.47,2337.75,1023.38,1021.24,4921.64,863.804,2962.44,999.904,869.512,4576.18,7504.71,7456.14,7065.07,2781.68
2465,2466,7770.79,629.912,6259.01,1922.52,7220.2,7523.05,4381.45,7821.27,7528.61,8282.35,601.79,673.229,552.27,1181.69,1072.48,3710.71,662.005,7691.64,7067.05,774.168,7162.11,469.743,3078.3,776.045,7743.89,449.178,2970.04
2466,2467,7559.33,8214.03,8171.47,5819.73,6168.67,7100.77,1706.05,7593.6,6661.86,7823.67,1266.68,8140.78,1254.65,8239.72,5009.37,562.211,2916.35,7800.81,6309.42,3727.44,2667.22,6683.41,1154.7,6974.21,7144.34,5202.94,5864.75
2467,2468,5204.46,4644.8,1113.4,3397.0,3169.49,3494.42,1274.47,5124.58,4484.17,5670.94,6120.54,2389.0,747.038,1250.46,319.773,3441.29,643.682,1493.38,2221.69,1290.93,2801.74,394.861,2037.65,459.598,2411.12,573.033,1885.76
2468,2469,7537.85,7718.27,8107.77,7783.1,7764.12,7878.49,1533.33,8063.32,4996.56,8045.84,7771.29,3160.27,1919.91,1221.04,238.41,4710.41,1015.8,2382.03,6668.16,1849.47,6970.17,324.061,7866.9,563.809,7272.6,906.819,8172.79
2469,2470,7528.31,6643.74,1122.93,4955.53,6402.96,6775.75,1920.23,7820.9,7674.92,8161.78,4349.21,1341.53,566.386,1662.48,380.384,3934.79,612.481,3144.7,4763.5,596.639,1094.44,446.928,6679.01,2350.63,7029.17,1540.39,2176.09
2470,2471,7580.62,4874.14,8332.93,8216.42,2626.8,822.115,251.926,1438.55,5230.58,7927.71,4410.86,760.974,985.148,1661.34,370.483,3581.69,2354.56,7602.4,858.2,5921.57,6148.03,990.81,7460.89,1194.53,7223.14,4961.97,924.705
2471,2472,7569.14,7648.73,3265.94,7940.84,1316.81,5977.96,4727.66,7909.57,5680.66,7966.0,1372.83,1973.33,5576.46,1154.99,329.522,3360.99,1024.04,1502.42,5725.24,768.559,335.083,367.674,4939.03,664.102,7103.45,7293.03,677.992
2472,2473,8077.91,309.688,8075.97,7887.48,896.183,4654.29,7670.04,7837.7,1462.66,7800.07,3695.5,567.653,907.153,2436.66,2399.72,1894.34,3374.7,600.597,7448.29,900.624,1037.91,7922.83,509.687,1083.51,7366.75,376.347,1139.84
2473,2474,8125.25,1051.37,6609.04,6715.66,1828.21,7505.41,7315.1,380.386,4007.75,7804.97,1268.86,1004.22,3968.22,2436.56,625.395,1565.57,5614.82,5088.39,6048.45,1314.72,5155.11,4298.85,724.216,1846.14,7370.82,508.097,438.707
2474,2475,8054.97,1147.21,130.238,8020.55,5300.44,5856.52,2242.65,4228.48,5998.97,7833.69,1139.35,1844.5,4276.84,5924.93,415.72,1077.91,6440.99,6083.58,1997.38,6848.95,421.302,7576.19,7310.59,1972.61,8176.39,706.943,8070.41
2475,2476,7666.23,7648.91,6207.2,7866.01,3160.93,4533.11,3053.73,7924.16,7382.79,8145.65,1883.11,1760.5,5184.53,1168.7,326.689,3828.59,983.572,981.528,5017.95,739.98,402.306,354.616,6298.23,656.881,7117.44,7279.17,609.699
2476,2477,5385.55,6100.45,6110.07,8023.94,1357.93,7363.86,7328.94,5775.65,7590.4,7683.03,946.63,2159.97,5469.19,903.047,1595.62,2884.5,4754.06,529.565,995.746,419.695,6667.32,395.853,3623.57,7165.71,6563.47,1921.1,7454.55
2477,2478,7543.15,7986.84,7228.18,7341.69,7340.6,7671.03,517.934,7937.2,8078.9,7555.41,1671.17,8404.92,7492.18,1425.06,7345.16,622.013,4719.4,8191.72,7236.49,1786.4,5351.13,5226.42,5321.31,1364.03,7822.1,1944.34,610.214
2478,2479,7058.3,6191.3,4803.51,3870.85,1240.53,2284.03,6483.08,7422.99,7609.3,7925.63,608.054,3769.84,7366.42,2309.32,7614.16,910.881,5630.03,7831.34,5596.8,1366.8,3471.29,3709.87,315.629,4661.59,7098.27,832.086,742.092
2479,2480,2225.8,7569.47,6633.58,7879.97,351.93,7203.48,7151.6,2622.64,2872.15,7383.64,1647.44,962.755,749.299,1010.01,772.058,2236.47,3483.26,969.769,5116.28,310.929,4138.4,389.426,935.229,3168.78,6857.62,1167.88,4026.65
2480,2481,4010.09,5272.47,7743.7,8061.4,216.628,3153.88,1039.87,4163.74,1754.61,3547.45,1991.15,4722.51,1346.66,1697.52,550.01,1981.28,3663.92,791.917,5714.21,715.853,7180.87,327.542,7615.07,1743.45,4550.53,771.976,5732.62
2481,2482,7793.67,2892.59,2368.61,8107.15,772.912,673.449,486.106,7856.38,7810.43,7770.61,474.567,5565.18,400.883,1158.71,452.401,3385.06,1279.88,7735.69,6975.66,1932.1,1723.83,352.429,619.292,372.475,7199.79,3812.15,854.231
2482,2483,3676.82,5677.09,8407.13,8256.72,312.306,1375.07,3312.38,3634.48,1023.41,7793.21,6201.21,662.947,465.452,2546.92,7683.65,2202.42,3137.15,4981.82,5699.15,3113.36,3913.51,2413.5,1730.26,323.462,6215.24,1192.08,582.971
2483,2484,7852.03,7340.8,4001.66,6732.72,7043.59,7369.47,2997.45,7641.96,5761.42,7799.77,2449.84,2596.58,673.945,1380.94,366.262,4000.08,551.85,1306.83,5967.65,544.885,4485.36,411.568,7011.25,1865.23,6819.73,704.086,5631.51
2484,2485,4503.36,7385.28,5791.53,4371.61,4489.39,4604.2,5022.07,5243.08,5214.5,2191.76,1050.84,7726.62,4419.25,6423.36,2061.01,618.855,2874.39,6684.65,5080.02,2616.3,2597.19,3575.28,2416.94,3710.36,5478.02,1133.84,2105.12
2485,2486,7752.52,1690.45,6255.75,8160.4,382.013,400.02,350.518,2912.88,1393.64,1508.41,564.546,2147.28,326.126,932.714,434.597,1933.46,2200.18,7672.09,1528.23,957.656,3035.69,331.373,4685.24,321.049,7425.51,474.587,471.107
2486,2487,1230.3,657.431,1466.42,557.2,398.846,451.441,1089.66,499.598,1400.65,6911.24,2481.06,394.08,622.294,927.706,559.69,3482.13,4241.27,6317.84,1101.46,842.378,1254.15,277.573,1034.7,818.532,6405.95,808.924,1407.83
2487,2488,7861.88,7742.18,7611.75,6818.82,6827.68,7113.81,6630.45,7094.16,4823.59,6486.21,6594.4,8099.15,743.738,1441.02,2848.37,772.473,1721.2,7454.01,1269.21,3074.99,2236.51,6089.57,1752.22,1424.26,6390.55,2564.99,2977.8
2488,2489,4282.39,8402.65,8279.91,7940.38,7756.62,8068.9,1015.46,7742.3,5695.33,7900.03,2321.78,8269.58,5929.72,2021.83,5181.72,754.94,5167.93,8390.43,5551.8,2138.72,3841.49,2720.47,4415.05,3003.96,7878.37,2038.76,823.204
2489,2490,1656.97,3148.61,8029.91,7848.42,419.788,446.673,1242.56,705.444,1963.25,7981.89,5448.89,784.477,419.004,2717.36,7944.88,1870.82,2987.69,4856.22,6820.28,2683.22,1394.34,5822.48,7725.2,270.115,7281.51,3005.6,820.879
2490,2491,6900.24,5875.29,4798.84,4212.46,1149.75,6017.11,3749.83,5901.27,4077.33,3566.9,1041.25,4982.95,3272.82,1484.3,3806.06,1857.8,5106.13,4905.46,4579.68,3931.36,2774.78,689.591,576.137,455.832,4611.02,3359.82,5227.83
2491,2492,8013.81,388.099,8419.46,8371.24,346.946,7945.94,4901.07,1374.09,527.846,8123.23,5670.87,520.458,470.105,2368.26,874.751,1793.67,5440.75,1927.66,7621.51,945.641,7086.13,1973.85,5591.3,2422.57,7662.08,546.727,1451.57
2492,2493,4331.38,2534.27,7709.42,4717.85,441.245,7235.9,6678.55,688.427,6798.0,6287.78,5800.11,571.605,4224.5,808.274,535.576,3927.91,1290.58,7213.6,2128.18,436.512,6655.72,403.323,799.07,3337.28,6010.57,4141.68,1369.31
2493,2494,7171.97,781.851,7783.7,1949.12,425.235,7672.7,2180.66,7634.36,1283.26,7956.91,7918.73,712.758,391.172,3966.0,6802.94,3217.54,3778.54,653.439,3638.58,2153.71,2888.83,2649.94,5710.14,478.272,6867.66,1154.26,1012.02
2494,2495,7426.84,7401.65,326.916,6296.43,5550.6,7799.89,7526.33,1899.82,7944.17,5949.86,450.436,976.417,1692.24,8101.55,4287.81,677.752,5561.43,7122.98,6535.3,2601.71,6179.37,6983.53,2575.16,3746.65,7578.71,7156.92,448.528
2495,2496,7586.16,8145.79,5636.36,7768.44,7983.57,6942.3,2557.19,7093.72,5968.43,7771.85,3188.63,5417.74,6682.48,7928.97,2182.35,681.758,4379.98,2519.92,743.355,2277.11,4254.88,616.827,1231.25,874.305,7738.77,2783.26,726.013
2496,2497,3725.14,4518.77,1104.88,5760.34,4041.43,7432.11,7516.51,8001.23,3613.51,7994.16,557.363,1963.82,7513.94,8391.84,7803.55,601.078,4671.2,8049.47,1522.92,2865.76,5276.43,5891.92,736.311,7877.63,7991.61,2087.26,1409.95
2497,2498,7009.99,6203.92,7693.27,4374.68,4460.65,7551.39,4594.11,2658.02,7461.23,7201.18,3222.63,943.292,1747.29,2188.19,587.019,947.165,2522.91,4048.04,668.609,2948.23,878.838,7137.48,1145.08,1565.9,7431.91,5865.7,418.543
2498,2499,7447.36,5347.27,7917.67,4341.23,4953.74,1504.55,909.403,2105.61,5738.76,6524.74,180.098,1042.72,2155.51,2124.07,257.255,1421.64,3973.73,4930.72,6799.82,5416.6,1182.13,1414.53,440.558,858.484,7031.55,2404.93,3543.57
2499,2500,7706.6,7977.08,1671.0,7333.52,7564.03,7731.95,869.817,7696.44,1288.87,7694.27,3649.8,7967.03,5372.26,5247.1,7345.76,582.987,4161.32,8017.94,6801.01,2258.98,320.498,3120.13,4228.36,5665.17,7350.04,5588.96,1674.55
2500,2501,7090.31,7273.88,1600.56,1082.52,7356.6,7508.48,4779.34,7643.38,3602.91,7775.85,7739.45,1256.55,586.925,1233.31,236.806,3638.06,716.65,1295.5,6326.15,7303.57,6215.87,307.788,7332.09,964.555,6935.82,882.534,7975.01
2501,2502,8071.84,1164.38,8415.95,6370.38,497.718,1435.18,766.502,6503.52,792.292,5661.36,3479.63,1261.0,358.219,427.662,1469.41,917.37,3307.8,7546.36,6997.7,8146.93,7388.21,481.562,305.652,689.166,5487.78,538.782,436.909
2502,2503,7714.55,8256.89,8135.42,7454.58,2212.87,7644.46,2818.37,7891.12,8019.05,3901.86,1133.62,8177.63,7758.3,8469.53,6918.31,743.075,3897.06,1333.8,4662.03,3673.84,729.273,6900.01,1008.19,1479.2,7728.66,1896.66,4016.65
2503,2504,7659.55,8113.6,8086.29,7801.45,7457.27,7948.26,3249.97,4513.63,7728.55,7268.95,2808.97,5834.99,1712.72,6205.69,491.892,909.69,3298.3,2327.95,308.216,3459.38,1683.17,5455.19,1068.55,915.743,7461.35,6876.93,643.826
2504,2505,5810.25,8307.05,8207.63,7814.04,7859.09,8035.04,996.987,8285.86,8253.9,8182.04,2350.31,8456.94,7391.45,6671.79,5360.42,524.459,2256.09,7127.63,325.746,2614.01,854.089,1955.08,7936.73,7508.69,8079.54,7463.42,1280.26
2505,2506,6485.8,6221.94,4887.81,6744.16,575.796,7231.62,6793.04,7022.95,6878.87,7139.36,3309.72,1233.83,2360.98,1005.77,1685.82,3097.05,1552.37,994.859,1271.74,2531.14,3713.59,488.655,1222.93,3653.14,6389.85,981.789,7444.42
2506,2507,7587.94,1280.75,5584.45,3724.49,760.659,1024.27,7524.24,4152.24,6653.46,7042.33,1365.94,1767.28,1048.12,8219.28,845.031,899.782,3465.23,7576.44,2415.66,7810.84,450.233,4159.61,6917.55,958.752,7523.34,994.776,1455.43
2507,2508,1567.45,1038.37,8102.0,590.354,684.008,6470.99,2058.01,728.418,2963.35,7934.52,5321.31,435.636,1128.77,759.759,435.153,4272.32,2963.02,7611.71,463.977,5916.71,1165.32,223.496,647.936,519.797,7434.46,869.38,1278.67
2508,2509,7588.09,5705.44,2834.83,5083.3,6003.93,7041.68,3403.59,6736.89,4525.95,6801.35,6591.05,4679.57,443.169,1173.51,241.882,3211.45,806.66,3221.45,4338.4,755.22,4003.69,260.805,4943.41,678.121,6024.86,713.825,7292.1
2509,2510,7966.43,8061.79,8025.86,3822.83,6968.59,8091.85,1911.75,8248.75,8335.8,8235.75,7433.47,8286.33,7010.33,1365.32,3567.11,945.658,1808.93,2643.5,656.032,1454.08,629.27,7661.33,653.312,8197.02,8204.02,4280.63,8045.23
2510,2511,7235.88,8145.04,1804.3,1096.56,3023.97,7680.25,2903.76,1487.47,7319.65,7233.29,1420.41,1882.08,6717.8,5128.57,1182.41,513.566,4258.57,6403.69,914.114,4138.54,1379.33,2397.53,915.019,6586.85,7048.54,6739.08,3640.12
2511,2512,5074.42,7944.8,5604.01,7543.34,7644.66,7825.48,7022.71,7790.4,6866.91,7868.57,4739.82,6464.36,1544.83,6751.59,2300.93,868.525,2751.17,5004.39,2679.51,3495.94,741.575,3018.89,808.969,3484.55,7795.86,6872.88,6122.79
2512,2513,6396.83,4115.1,8205.29,7927.27,1198.11,8007.54,4521.11,3151.23,7939.98,4818.17,1321.16,6577.17,1843.44,3257.53,1185.19,535.391,4262.71,8119.18,6684.81,5051.0,693.674,5951.73,1032.09,1601.66,7677.3,710.607,2219.95
2513,2514,1208.05,8190.25,974.277,4457.52,1741.4,2139.23,6777.66,7969.67,7908.77,7895.12,623.188,857.291,7449.13,8314.64,7762.41,445.361,4988.32,8068.4,971.798,1092.06,984.339,4988.08,669.664,7781.88,7916.95,3362.7,1005.8
2514,2515,7459.05,7371.26,7627.4,7831.7,340.827,385.447,576.558,7340.04,1051.36,956.284,1209.26,1394.95,523.564,847.722,373.811,1576.26,1372.4,7185.06,1165.66,7421.51,1357.97,233.98,2967.9,386.082,6450.96,516.968,639.84
2515,2516,5770.24,8123.67,8069.84,797.115,3195.37,8041.62,6399.73,6435.79,7722.36,7928.21,928.36,1788.59,5814.44,5686.56,7543.0,556.708,4935.24,7302.72,6543.62,4774.44,2479.2,7297.86,782.909,882.508,7814.79,966.789,1328.99
2516,2517,7206.56,921.687,4469.83,7742.21,363.048,449.907,518.829,7785.92,1868.7,5404.46,401.049,5913.64,340.451,1059.77,429.939,2026.51,1038.12,7172.69,6826.46,380.713,1757.44,418.585,837.184,330.914,6882.0,575.715,449.639
2517,2518,7690.05,7955.45,7439.03,6702.24,6451.96,1722.77,7698.86,7990.68,8138.46,7984.84,7404.03,1850.57,7073.51,1318.72,703.81,1175.23,6242.48,7357.97,6501.81,1045.17,1126.19,5513.53,6468.08,2862.9,7193.53,2877.03,7772.79
2518,2519,2478.76,7176.06,5936.02,6986.75,7108.84,7405.53,3794.01,7361.14,7473.38,6677.6,467.644,7783.1,5903.28,8036.87,6057.6,517.461,4551.32,7523.07,5796.77,2339.92,5726.53,5942.3,1390.56,6778.71,6997.05,4648.18,624.987
2519,2520,7774.45,7797.81,7038.24,7326.63,7324.31,7496.78,6144.2,6582.44,7503.5,7558.5,2311.14,2360.16,4624.19,2035.76,6610.66,653.002,1098.91,8052.5,439.195,2748.58,708.407,4180.55,2457.72,935.417,7524.03,7457.0,813.278
2520,2521,5652.61,790.355,7795.92,1477.45,712.987,7797.53,7731.81,1689.35,7116.35,7592.16,822.083,493.52,2202.41,747.627,712.439,4276.61,2942.46,7582.47,1160.69,753.53,7005.38,1055.13,5755.36,999.204,7614.1,2380.21,3880.26
2521,2522,7606.1,3927.89,8264.57,8100.53,275.784,2654.48,1083.72,2885.14,425.379,5959.23,1877.2,595.659,284.455,3481.68,4904.8,1757.37,5151.26,789.27,7164.65,1781.4,920.988,3076.92,1078.32,1612.26,7427.9,721.69,708.987
2522,2523,4923.76,4799.69,4302.01,4574.3,4505.7,2019.07,346.094,5810.79,6132.54,6270.56,886.517,3743.87,1160.44,1427.15,285.448,3217.76,2225.48,4468.11,4827.02,4060.07,561.328,699.752,4796.14,500.872,4212.58,3941.77,6910.02
2523,2524,7663.29,8185.06,8083.19,7326.67,3673.06,7035.9,4918.77,7820.55,7717.93,7914.32,859.85,963.611,7410.54,4737.21,4697.3,478.209,3815.2,7862.14,6650.08,4206.75,5123.54,1256.59,1159.74,7119.7,7408.92,4278.8,1218.06
2524,2525,1858.19,7760.05,7906.96,7974.17,699.801,5431.76,7726.12,5413.63,2145.13,7757.96,5230.56,3063.93,4013.34,1008.21,506.805,1153.23,4090.5,2249.88,1374.29,443.211,3221.69,5234.03,6988.25,1436.59,7477.05,1997.48,7693.65
2525,2526,786.023,1140.21,6028.08,6665.51,898.898,6657.25,515.21,6496.63,607.481,5344.35,326.052,4886.29,341.262,1000.55,514.794,1786.02,1240.63,2038.65,619.686,1231.15,6306.02,1007.73,4076.18,407.335,5361.67,834.056,233.727
2526,2527,7497.55,8038.44,6297.65,5662.04,7677.07,7967.79,7434.86,8015.05,6829.09,8008.86,7002.19,8212.75,6432.25,6961.43,3352.67,851.393,2718.11,2131.6,4299.43,3492.02,837.359,3236.78,471.108,5583.78,7886.75,7897.71,6220.82
2527,2528,7458.87,5151.7,8062.12,7982.0,6829.9,6218.17,5043.0,846.342,7756.67,7356.67,335.225,1646.02,909.407,1798.46,207.184,1438.92,2993.55,3315.09,6987.91,6786.51,803.198,1722.66,546.539,1267.82,7794.35,4857.72,6204.35
2528,2529,5102.9,6996.71,201.956,6130.95,6439.3,6818.67,523.379,593.067,6357.93,6504.84,397.83,1566.24,915.435,1602.51,1807.54,890.354,3998.8,7091.96,4953.24,3463.52,395.249,438.907,340.747,691.058,6010.04,1762.23,847.726
2529,2530,4072.52,8346.38,8197.29,7764.86,7764.48,7595.43,6556.67,8206.94,8171.55,8226.86,1904.51,8461.32,5932.19,6414.87,6933.84,497.477,1280.21,5859.77,299.926,2983.34,909.797,2849.48,7980.06,6397.47,8037.24,6618.35,914.616
2530,2531,7898.01,7609.28,2665.32,6891.69,7237.38,5243.78,420.711,7757.95,1759.05,7964.43,2144.52,8261.45,7200.99,3504.25,7632.88,531.136,4329.16,5397.59,6177.31,2354.5,4833.03,1975.78,5245.73,6123.77,7726.41,1091.3,4051.07
2531,2532,7378.62,8190.74,3117.56,4711.64,7773.39,7764.46,2328.95,7619.46,6937.45,5521.43,1829.9,7745.43,6085.12,7861.98,4754.98,546.372,4637.44,7957.7,3839.25,2206.44,1978.79,664.045,1109.32,497.034,7449.34,4376.36,702.64
2532,2533,5764.44,7453.29,3882.06,1755.01,6330.79,4553.94,3332.08,5761.69,2396.49,5819.28,2117.81,1900.33,2503.5,1076.96,346.107,1242.58,6483.52,1913.51,4257.49,6825.49,5514.65,2865.42,1804.49,418.891,5108.43,636.142,6889.36
2533,2534,6149.92,8102.11,7147.22,8168.09,2013.75,7853.08,7502.72,7684.8,7547.82,7172.39,2170.53,4812.29,5535.91,1144.52,995.503,1515.78,6723.47,7679.96,1004.23,1077.28,1179.31,2296.49,5792.49,595.431,7002.76,2675.98,6902.2
2534,2535,7713.56,8270.19,7941.99,7300.04,5507.87,6256.83,6718.78,3084.05,7654.72,6492.9,898.333,2930.05,7323.07,6006.48,1392.5,499.225,5044.5,8068.51,6610.84,4676.36,4675.04,1293.92,636.226,6794.86,7252.04,4270.8,865.378
2535,2536,7732.25,7931.28,8150.78,8278.69,755.709,8118.16,1837.79,8114.78,7279.77,8090.42,627.138,4331.53,721.309,1097.38,591.376,3058.01,2042.01,4677.03,6081.53,864.686,961.227,660.062,8063.94,837.948,7458.89,7506.07,482.025
2536,2537,7434.65,7215.94,2416.29,1297.83,6141.05,1940.03,1498.08,1751.2,1934.62,3864.8,1035.81,1743.7,5492.54,3593.03,350.868,1550.63,7181.81,3633.42,1019.51,7949.27,6667.59,1406.05,1435.58,530.284,1592.9,623.219,7034.63
2537,2538,7914.01,486.933,8488.99,8389.66,265.624,730.553,4676.76,8338.53,622.487,362.848,468.03,1703.03,697.447,962.437,353.104,1405.14,2816.41,440.493,2874.82,428.316,6914.73,367.154,8235.4,528.681,7733.57,324.78,656.156
2538,2539,7287.37,6212.41,6072.94,5648.36,1168.28,5700.22,4649.91,5589.0,7462.49,7676.63,484.783,6079.53,5480.53,3337.14,6886.31,829.875,6203.04,8339.38,6835.39,4157.04,4789.13,5312.9,1019.5,5941.1,6589.79,4723.68,1039.45
2539,2540,7592.81,996.258,4209.13,7964.19,266.07,1179.74,592.56,1418.62,577.495,291.96,396.131,1246.38,365.206,950.417,330.877,1222.84,1527.03,633.916,2555.76,7393.21,6857.94,235.673,4617.69,329.407,6707.63,310.465,554.027
2540,2541,6902.62,5423.9,6088.04,1464.83,921.375,5589.39,4432.38,6702.33,4599.23,7005.49,1118.19,1367.08,240.255,845.406,500.439,2515.08,879.032,1556.14,2305.3,478.736,2441.61,461.071,5904.63,875.812,6431.58,561.929,7225.11
2541,2542,899.347,6772.02,7265.16,4665.76,6463.38,5653.4,4843.78,4454.66,6727.16,7848.86,843.06,8100.09,7275.78,7948.14,1752.78,1078.9,1709.49,5789.78,6522.12,2749.39,-21.8328,1775.19,4678.19,971.826,7173.96,6167.58,5633.97
2542,2543,5551.27,7834.09,7102.4,5912.93,4649.37,6191.37,2968.89,6339.95,7048.9,7066.62,2706.92,3479.8,2382.93,6788.23,6415.99,525.172,3303.26,7063.07,2373.08,2099.85,4038.46,4247.67,922.627,613.911,6457.52,7013.78,5557.3
2543,2544,6613.88,4980.04,5838.56,3310.56,613.561,915.275,5074.44,7861.22,2346.56,7699.79,5110.05,3466.93,3552.96,1015.3,1322.18,1470.11,6015.37,7841.88,1363.47,2935.25,4988.97,1094.89,7142.22,842.24,7224.73,1188.19,7524.14
2544,2545,7435.95,6171.46,1113.39,5736.34,419.512,7714.72,591.171,408.499,4581.23,5258.0,383.96,483.626,257.521,3766.32,969.47,1108.71,2096.66,6142.06,1490.66,3740.38,3739.21,1219.46,686.988,455.094,7649.84,1247.61,1008.11
2545,2546,1361.89,-247.508,-521.173,-1123.91,2653.08,-264.414,-456.466,2080.85,-2041.43,-2184.35,-259.612,989.296,2750.11,1256.31,228.208,1539.2,2081.94,2380.0,1078.4,1778.03,2673.61,-178.971,2238.58,1000.76,-81.5418,1146.26,-1566.49
2546,2547,1760.85,481.1,6.26571,398.95,2646.25,550.982,92.6923,2188.03,-1049.05,-112.508,867.447,904.929,2488.24,1339.45,293.407,1554.05,2178.55,2009.69,1083.7,2029.52,1033.9,-19.6148,2183.66,927.882,668.75,1519.74,-568.973
2547,2548,3509.62,-241.32,-1239.32,-330.388,1257.19,-175.171,-294.5,-1315.06,2486.5,-1304.71,488.336,1231.16,3203.05,1231.85,461.077,1653.78,2524.02,1838.51,1538.75,846.783,965.654,-468.024,-222.312,1124.25,1132.9,594.059,-993.658
2548,2549,2138.69,-126.186,-522.281,-741.163,2334.7,-207.436,-76.9686,2820.47,-1427.56,-1483.71,485.017,867.671,2222.35,1430.35,239.045,1575.75,2195.57,2098.55,984.456,2239.33,593.874,1540.88,2398.42,846.47,572.308,1311.61,-1396.5
2549,2550,1995.8,-1029.57,1713.62,-472.258,2526.99,-91.7429,-146.226,2487.71,1185.19,-1001.7,631.97,1198.64,2617.72,1303.08,211.586,1504.04,2560.82,2684.13,1432.15,2174.89,1321.69,1351.58,2381.95,870.89,1174.33,991.427,-185.322
2550,2551,1367.19,-381.511,439.014,-832.624,2220.73,-546.368,-597.463,1806.74,1959.36,-2130.37,-335.747,995.337,2602.32,1324.38,322.016,1559.1,2231.44,2174.61,2061.47,916.451,-68.6782,429.051,-127.216,1002.54,-105.694,873.389,-1529.41
2551,2552,5563.09,5256.04,5355.66,2772.67,2002.55,5382.96,4625.86,5283.04,6010.83,5836.76,5315.24,1496.82,3127.89,1168.82,461.723,1615.13,4198.62,2373.68,4053.79,2422.74,4000.0,4782.61,2828.08,1086.59,5513.25,5183.1,5919.25
2552,2553,2963.34,647.065,1513.54,1001.22,1364.97,1830.99,2227.92,2189.34,2070.86,2388.3,1555.33,1074.36,2438.84,1161.94,398.918,1538.05,2365.95,2266.5,1693.6,1115.07,1474.79,2043.32,2307.69,1170.03,2266.07,2263.73,1415.38
2553,2554,2084.5,324.355,10.5264,501.75,3175.9,788.933,2922.59,2054.01,4012.02,-923.937,751.445,4306.09,3798.79,989.163,1100.42,1781.75,2656.86,3002.5,1279.22,-428.287,768.996,2712.3,1608.26,563.992,1486.38,3456.61,-349.463
2554,2555,2997.68,398.745,69.3995,3037.29,1375.69,401.022,2150.72,231.884,1570.67,-1317.07,568.9,4004.91,3039.76,752.412,690.057,1824.02,2584.01,1191.63,1140.1,994.664,470.724,2608.35,1465.53,489.887,682.731,2860.88,-514.483
2555,2556,1920.24,266.845,-102.283,844.944,417.285,471.971,2358.97,2013.42,3223.06,-1279.9,143.668,3947.33,2148.15,870.828,654.419,1772.54,2747.36,682.111,1059.66,-1061.0,767.111,1877.52,2065.06,582.157,839.47,2850.1,-708.005
2556,2557,2469.11,227.908,61.4277,1775.69,266.774,318.832,2249.37,1611.05,3.43089,-1603.19,-262.273,3885.99,2537.0,776.861,749.094,1816.39,2410.34,667.256,929.578,2499.24,468.004,2187.9,678.677,510.563,336.879,2955.32,-792.513
2557,2558,2541.3,276.374,-13.0634,1377.19,972.803,439.893,1944.89,2230.68,-341.389,-673.195,463.32,3784.81,1800.71,756.116,720.216,1979.32,2615.33,1765.32,1307.97,2641.23,792.429,2648.99,2074.45,455.965,2364.72,2913.97,-634.414
2558,2559,2745.98,229.85,422.702,1967.2,1374.47,152.184,2694.49,838.826,103.152,-1293.51,-69.7528,3587.26,1908.79,739.05,1424.88,2005.6,2536.42,753.721,1372.6,2030.81,633.036,2518.26,2413.06,643.953,737.778,2943.0,173.368
2559,2560,5506.43,2123.04,5960.9,5795.85,4664.86,6060.8,5731.44,5748.7,5666.59,6532.32,2858.49,6682.59,5497.48,3036.57,5008.58,832.373,1615.29,1450.71,436.21,1112.95,598.844,1288.91,1193.01,5565.34,7241.12,4813.0,413.098
2560,2561,8030.2,8072.83,7801.3,5960.23,6007.02,6405.44,2095.83,7095.61,7444.83,7517.87,7435.68,7947.39,2408.22,5124.29,6334.81,2044.04,820.515,6598.32,6160.1,2685.14,1541.67,2648.78,668.266,5367.71,6127.76,6514.27,6365.79
2561,2562,7705.35,7503.28,6680.53,3667.0,5110.97,5473.63,3399.63,6380.02,6852.16,7437.47,7748.14,7909.61,2000.11,6649.08,6982.52,2007.55,625.618,3690.69,5824.51,2585.92,4355.53,2666.9,1041.35,5307.32,5832.55,6638.41,7216.16
2562,2563,7807.47,7909.18,7596.59,5044.83,5746.51,5725.78,3968.94,6801.68,7510.05,7724.07,7866.15,8181.92,2402.24,7022.0,7345.81,2437.35,654.094,6257.61,6083.06,2592.78,4104.35,2687.15,862.474,3567.26,6826.65,7468.66,7443.35
2563,2564,7003.42,6520.69,1677.16,3831.26,5084.16,1695.0,4059.38,5334.86,5468.09,6618.27,4968.4,7299.7,6560.45,3972.77,3199.27,1356.8,586.877,4474.53,701.671,2267.43,4301.86,3772.39,2981.27,3471.79,5039.68,5803.37,6360.98
