Unnamed: 0,ID,class,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
7286,7287,forest,7913.77,6470.34,1673.65,8199.51,841.839,1300.87,,906.371,1121.62,2042.27,1587.1,858.752,781.824,1300.5,446.105,2720.8,1511.79,1650.04,7465.29,370.888,7742.42,597.486,,718.126,5906.58,2456.84,531.421
7287,7288,forest,7608.64,1388.99,8358.0,8225.45,631.929,1523.94,1184.71,,3909.38,7907.04,308.835,562.145,698.424,1338.49,307.745,2361.46,1950.23,7914.5,6980.55,507.229,1841.79,488.264,1563.84,508.235,7332.44,1087.08,1216.66
7288,7289,forest,616.856,1052.3,1876.15,794.432,220.838,7076.11,2140.96,,5828.91,,,1590.65,1738.99,,561.973,2936.87,1106.01,6923.08,533.056,602.162,2598.57,319.887,,1153.75,5742.5,2382.41,1973.36
7289,7290,forest,4527.73,1072.77,478.359,6545.32,5549.75,6990.14,757.507,927.878,636.134,7775.62,,1027.02,391.76,931.663,340.679,4092.24,769.885,3143.98,576.412,7913.25,,380.09,902.91,371.036,7142.18,,5501.41
7290,7291,forest,7562.16,7763.72,7980.94,7978.56,7470.82,3590.84,2138.28,7909.58,882.089,7821.95,7855.3,961.105,807.168,,289.736,,816.065,3592.44,5348.14,5526.11,753.874,334.672,6423.63,995.694,7200.59,1865.33,5583.6
7291,7292,forest,1875.73,2412.71,456.128,7486.89,,7780.08,1537.37,677.645,531.427,8027.01,,5023.09,330.228,853.549,345.748,,691.067,7234.36,2568.04,6238.1,,295.979,553.179,737.679,7373.87,634.162,7953.46
7292,7293,forest,7311.18,7192.3,7225.15,7501.15,7059.98,7048.84,,5497.38,5675.83,7276.21,6677.99,6136.33,631.364,1282.27,269.032,3877.75,1794.68,6766.63,6132.62,2077.47,2916.89,420.775,6922.63,620.16,7035.28,1090.37,7686.03
7293,7294,forest,7703.2,6230.4,8163.87,7661.1,245.655,,811.077,7764.26,693.528,540.637,280.126,628.883,378.343,888.911,494.229,1501.82,1332.53,622.232,1296.71,6087.58,2937.72,387.932,2472.07,426.602,6873.91,165.734,
7294,7295,forest,7192.59,2238.26,1745.44,7329.27,5510.83,7448.09,4761.22,,1210.95,7527.35,,853.717,,,386.753,3144.88,653.431,3269.46,1500.77,,,513.035,4030.98,2159.02,6871.74,606.284,2498.7
7296,7297,forest,6229.22,7273.85,7735.15,7556.87,191.435,456.108,1989.07,6842.22,,452.826,363.283,1947.95,343.652,920.329,561.072,,,869.066,1754.41,7736.09,,354.021,,404.873,6579.96,,529.785
7297,7298,forest,7164.27,774.754,8117.41,,333.671,1781.1,477.236,7961.45,2033.72,813.877,738.1,2421.45,968.008,843.801,832.118,1543.06,2639.32,493.111,,,4968.0,,7667.0,651.122,7137.96,,3487.31
7298,7299,forest,7353.02,4275.88,2293.99,7720.14,443.728,1023.68,521.838,647.362,4859.99,753.366,444.279,2537.03,364.424,1022.59,636.483,1584.64,2527.5,7299.51,2068.15,1771.01,2254.84,,3120.38,360.193,7186.94,,522.83
7299,7300,forest,7775.61,4768.02,,,1830.4,630.271,1013.07,7751.63,7821.5,7834.71,,5794.88,805.978,1167.89,388.501,3750.92,883.291,7728.26,2023.84,856.959,2104.77,342.547,1255.16,438.615,7090.63,7177.25,2934.23
7300,7301,forest,7672.45,642.857,8298.86,8215.69,805.046,8064.62,1405.79,2203.01,2166.05,7970.68,416.05,1348.15,1459.75,957.188,427.353,1727.79,,7898.53,7175.41,331.294,7318.1,377.768,5847.75,438.953,7143.23,1191.65,767.175
7301,7302,forest,8017.97,4596.51,1666.02,8049.94,7465.08,7664.46,236.724,5790.92,7967.04,7919.38,2988.14,2801.92,2815.13,1466.83,357.148,3596.58,2678.58,7790.89,6596.43,873.287,6153.28,417.272,5759.09,2038.34,7215.22,3910.67,1840.75
7302,7303,forest,3518.56,7595.51,4152.71,,471.005,7559.64,3181.76,2951.09,2269.34,7239.66,5920.02,1051.58,894.246,722.175,570.989,3822.25,1857.11,6325.83,,743.66,7221.57,487.594,2210.05,,6966.15,934.266,768.742
7303,7304,forest,6684.7,4441.93,4202.26,4503.17,5056.37,6600.96,342.847,4940.04,1583.63,7282.7,6542.71,,911.072,1285.63,263.882,3098.72,1408.77,4628.79,4084.33,948.944,921.986,422.246,5232.21,552.633,5699.93,992.989,7037.75
7304,7305,forest,3791.18,7280.45,,7895.1,191.748,7293.61,2749.31,6578.3,737.972,604.015,315.563,1191.19,419.048,1127.12,397.459,,1404.01,681.75,663.639,992.91,2860.23,281.905,7101.49,707.236,6000.0,430.785,390.046
7305,7306,forest,3295.62,2152.8,6007.7,6100.39,,717.154,1660.43,6798.17,1393.53,1244.36,523.554,2230.07,501.33,937.722,1766.52,1825.83,1180.64,1364.23,,1802.61,,352.511,6328.21,786.417,6974.29,482.77,2894.57
7306,7307,forest,7058.92,2693.55,997.522,4801.04,4460.97,6240.14,932.139,699.797,3186.33,7688.19,1100.46,1247.12,510.253,769.104,530.61,3850.67,699.85,6866.11,2217.56,6354.13,6531.49,344.082,3953.91,5170.53,7062.63,670.633,1455.95
7307,7308,forest,4730.84,2977.53,1802.04,,3297.24,,874.231,7179.75,1919.78,7294.23,620.663,1507.15,357.45,1175.69,612.178,2498.46,1223.76,2787.12,2071.71,983.412,909.194,643.527,6743.79,360.557,6628.84,,526.333
7308,7309,forest,7771.76,,7722.52,7883.27,575.457,7525.53,2959.08,6421.07,951.688,6245.83,462.201,1735.66,882.653,887.823,444.439,,1238.0,7923.03,7629.16,418.989,7594.96,477.75,2152.02,518.211,,1308.91,749.924
7311,7312,forest,7724.04,3268.71,7756.43,,,5501.47,1376.34,5619.26,585.569,6587.51,1556.62,1364.74,390.158,,2050.57,1063.41,2627.8,2038.03,6862.92,1127.23,,407.426,425.938,,,537.694,318.378
7312,7313,forest,7696.71,1063.28,4750.77,7911.81,264.963,762.213,683.924,5705.09,448.006,399.563,331.692,2316.59,338.226,,338.584,1090.59,1452.86,492.452,1504.1,2049.26,3012.53,235.514,,316.326,6642.41,,475.737
7313,7314,forest,,435.946,8410.68,6925.71,354.725,,5092.54,6026.44,909.208,,715.938,823.356,401.779,1247.25,389.104,1235.17,1446.2,490.169,7521.03,,3553.86,303.678,,416.833,7186.12,,907.225
7314,7315,forest,7932.67,3721.18,,8399.27,446.309,742.075,,7926.04,549.775,1595.91,,1174.66,544.08,774.509,470.634,,1390.61,7861.05,7466.39,7046.26,717.055,325.537,4934.49,,5700.18,647.1,504.566
7316,7317,forest,6844.47,5405.93,3377.22,5752.08,506.288,1545.34,1113.47,4915.91,6990.56,6735.92,6662.22,434.277,6218.21,1454.72,808.192,2648.88,5726.96,2448.44,1083.98,,,2086.21,1340.22,3522.68,5985.89,4859.41,2523.67
7317,7318,forest,7667.7,6998.04,7775.3,7987.97,7432.99,5988.05,715.769,7867.9,4763.12,8007.9,2200.59,1153.69,3306.71,1083.97,317.547,3251.13,,7632.37,3064.98,2233.61,1105.56,385.766,2721.43,750.708,7230.57,7215.03,7482.93
7318,7319,forest,5664.92,6702.86,6208.39,6857.59,6019.76,6511.18,542.494,,4258.55,7031.65,5196.38,5167.1,929.857,1340.56,,3662.46,1909.65,6123.89,5936.28,859.5,,,6477.76,505.57,5834.22,1387.19,6803.53
7320,7321,forest,7733.79,7290.5,625.0,7940.86,470.524,552.447,1791.14,2292.96,2329.37,896.386,421.77,3682.45,294.25,1027.34,488.184,1237.09,1619.82,7559.54,1035.64,3918.88,,370.467,1388.98,343.016,7355.11,,
7321,7322,forest,7867.41,7077.12,6908.95,1787.28,424.62,420.738,555.852,5938.32,938.951,1571.49,862.976,1394.77,,864.969,,1625.76,1199.78,7743.05,2956.82,7637.54,4594.64,280.799,,,7468.13,557.193,573.627
7322,7323,forest,7794.36,,6487.43,3687.73,397.232,7962.59,2103.61,2387.66,867.249,1417.66,5541.99,1222.6,431.18,619.24,506.251,1115.09,2144.32,875.547,,1826.47,2933.28,331.167,7392.86,526.435,7181.14,491.214,588.205
7324,7325,forest,1020.13,596.206,427.549,1308.19,562.885,928.579,1733.35,,1206.02,8320.87,747.696,490.957,508.872,782.735,838.688,2971.07,3235.81,7779.23,589.387,4646.91,4506.78,424.767,394.054,699.945,7658.4,,1430.12
7325,7326,forest,5067.1,7690.12,7518.42,,476.0,496.507,4582.58,2753.74,7952.84,7840.22,4726.25,445.872,5027.62,,4368.27,2397.77,4702.85,7744.1,915.198,8111.98,642.524,,658.97,6114.29,7208.83,3253.12,6517.87
7326,7327,forest,599.831,723.92,3566.62,1460.23,274.926,7231.5,6619.72,4808.43,3378.02,7060.82,869.391,542.459,900.539,742.823,1258.38,3263.81,1194.07,1431.63,1721.31,564.349,6045.65,383.404,910.012,5329.65,6688.15,1582.91,1458.87
7330,7331,forest,7667.95,4493.89,850.102,8134.62,463.463,,,797.504,3831.15,537.06,451.915,2042.6,376.715,1005.39,642.044,1605.88,2651.18,7883.92,3980.58,422.276,1533.19,,2180.37,352.06,7138.87,567.98,620.692
7331,7332,forest,7935.44,,,2745.77,1653.56,3245.71,1339.06,845.332,,7993.57,1309.47,1394.24,523.598,747.734,486.574,3900.31,835.947,5611.42,1367.46,7631.88,6809.9,322.85,6918.2,,7201.65,,1255.38
7333,7334,forest,7717.54,598.001,5884.21,,236.432,1002.55,560.587,2810.34,517.545,345.941,278.967,1972.74,369.166,,309.443,1179.82,1143.97,450.818,3934.14,7851.45,2601.29,302.516,538.199,333.204,6566.96,249.136,419.485
7334,7335,forest,7449.2,7004.16,6935.61,7065.88,6992.97,7225.99,919.72,5205.51,1150.35,7536.25,7481.17,5890.55,429.27,1224.8,281.701,3857.75,1627.26,6816.24,5956.41,551.475,4343.95,346.428,6986.97,473.372,6826.89,1849.78,7625.45
7335,7336,forest,7955.73,8088.84,,7805.95,,8198.69,3595.86,8212.01,986.704,8309.52,8024.26,893.383,807.1,1268.65,290.001,4378.82,800.591,6917.69,7369.23,6639.29,3583.79,246.346,8085.56,757.165,7479.58,1750.0,7543.5
7336,7337,forest,7644.32,664.072,7959.25,7891.14,321.905,436.686,435.665,8018.15,,620.948,327.307,5145.56,296.029,932.803,432.317,1407.19,,4432.49,1253.31,3333.33,,328.175,1442.35,311.47,7185.89,346.444,403.241
7337,7338,forest,3730.73,4854.46,7618.8,6596.97,301.622,,7360.23,630.322,7302.36,7251.59,5514.34,499.063,,931.302,325.884,3901.31,,5036.15,,,1382.99,745.152,1235.54,4797.12,6855.44,3181.77,3884.21
7338,7339,forest,7882.34,6342.8,8232.46,7634.82,509.307,650.625,944.516,2579.68,814.596,6134.71,1429.95,1405.47,358.23,486.19,4713.55,1027.61,2795.82,4177.57,6890.47,1232.78,7092.44,323.352,,641.499,6280.23,516.398,271.81
7339,7340,forest,7664.85,5992.22,,6166.7,326.69,6671.5,733.771,6720.53,584.586,435.245,1083.13,1280.95,360.351,884.165,,931.289,2348.9,5766.45,5317.44,7448.9,5212.93,220.814,3852.18,,6759.57,367.33,447.013
7340,7341,forest,7481.77,,6624.23,7895.34,543.534,2966.76,4206.57,1790.52,961.161,6094.51,529.82,3180.7,932.321,859.092,493.076,1346.9,2161.51,7848.76,6838.56,566.861,6338.78,411.345,5216.55,414.393,5611.57,837.428,858.899
7341,7342,forest,6776.37,3254.83,8342.39,8232.16,149.024,3236.65,5197.07,7927.04,,349.077,347.61,1434.49,409.651,1142.2,465.531,1437.94,,585.575,2656.75,8052.67,7205.57,405.201,,432.828,7415.98,318.44,430.049
7344,7345,forest,6854.67,,4289.36,,355.362,1706.87,898.984,6321.13,1072.59,,581.383,,367.303,640.699,1202.9,1608.84,2804.86,4389.87,,1092.98,,210.991,678.624,581.835,,451.339,
7345,7346,forest,7032.01,553.685,,5858.69,388.156,2433.58,972.412,5475.21,3545.74,418.892,373.38,678.644,496.268,734.209,693.956,1443.53,,3179.25,6356.57,229.907,5912.2,287.52,361.371,489.778,5324.5,457.359,660.657
7346,7347,forest,7090.71,1010.7,4324.79,7988.52,328.171,4012.56,,7154.54,2715.12,324.72,469.929,661.728,446.272,,865.092,,3001.38,2894.35,6379.25,,4158.89,269.432,402.876,529.635,6647.5,454.759,596.729
7347,7348,forest,8100.45,1123.24,3575.75,8314.16,,1460.65,1731.72,8093.42,2311.53,458.049,526.229,,415.736,637.039,2174.62,1682.36,3415.48,2862.96,7437.95,589.268,,342.851,576.373,,7045.63,428.508,459.58
7349,7350,forest,7662.61,,7873.98,7569.11,390.931,,968.611,7014.05,5237.03,,,692.614,593.269,696.556,,1322.73,3390.12,4975.83,5866.66,373.627,5734.03,340.972,288.335,,6724.65,466.195,739.066
7350,7351,water,4633.39,3831.35,3954.19,4517.42,4064.13,5421.69,4183.49,742.119,5486.9,5484.99,5250.11,6261.99,5175.97,3416.08,1409.14,651.075,2046.54,3862.2,,,3438.1,1334.3,2873.11,3472.05,4377.28,4456.71,761.007
7351,7352,water,3472.11,,3788.63,3328.97,3077.2,1226.62,2576.22,3718.59,-1239.25,2664.32,639.585,3651.67,1947.81,1890.26,,568.347,2085.92,1959.0,2908.97,2358.17,1802.32,1059.72,2204.13,,2588.85,786.977,423.941
7354,7355,water,6714.99,6250.72,3108.65,5537.44,5780.56,6386.78,2833.47,4789.0,5342.07,4543.29,3122.43,6486.01,5981.91,1946.56,,836.92,4640.33,6642.08,2955.05,5731.08,,2598.56,3638.59,1047.73,5268.68,,3606.83
7356,7357,forest,7241.52,6544.72,,6849.56,1332.3,7299.01,4804.69,7589.11,788.794,7518.54,5125.15,1367.23,1411.46,790.282,6023.98,1233.57,,6488.04,1585.54,5432.92,5075.52,,,380.832,2169.99,,7360.86
7358,7359,forest,1024.41,1289.55,224.417,1173.95,1069.23,744.609,462.986,310.559,1074.77,843.211,316.377,555.791,351.683,,,441.23,414.145,788.0,1272.35,1313.3,,397.756,274.944,,999.485,720.856,531.213
7359,7360,forest,7668.58,8047.77,1800.92,1128.99,,516.777,2938.8,,713.038,3089.64,1644.77,,4663.25,2486.82,275.068,1588.77,2887.51,1367.43,6246.1,7956.08,6843.76,374.644,920.682,553.478,4951.09,849.015,7374.0
7360,7361,forest,7788.66,7944.42,4455.73,6299.76,7198.55,872.031,7456.2,3822.26,1988.06,3898.79,3407.55,1669.62,2545.0,,390.937,1608.68,5229.22,912.804,6907.25,7633.66,6678.97,582.386,,520.692,5919.34,,7637.74
7362,7363,forest,7548.94,7839.48,4374.12,742.254,,741.389,2566.9,602.971,833.688,6664.19,1776.58,1693.87,3474.25,2622.41,343.439,1567.01,1554.88,1248.89,,8091.37,,422.221,998.981,530.536,2483.4,826.841,6392.29
7363,7364,forest,8074.73,8212.33,8130.83,4757.98,7807.39,774.708,,,3624.93,7979.07,1914.96,1632.12,2229.88,3055.81,553.894,1490.69,2623.85,1008.33,7064.36,7932.67,7091.49,605.391,2264.57,567.274,7091.02,,7528.38
7364,7365,forest,7304.49,7825.9,4104.18,721.475,4896.16,497.623,3939.27,787.576,682.042,5585.98,2292.72,1656.17,3774.83,3602.55,289.94,,,2653.84,6289.75,7752.39,6429.3,533.282,809.299,477.052,,837.991,6923.25
7365,7366,forest,7902.62,8010.0,7712.33,6562.5,6352.64,2127.51,828.746,5390.09,842.683,4714.24,2422.38,1539.66,2808.67,4612.34,403.236,1645.29,6264.05,670.797,,7672.87,,,652.934,517.967,3232.43,915.751,6454.36
7366,7367,forest,7982.99,7961.63,6002.4,4263.9,5687.41,562.048,6536.36,1316.05,,7638.66,2727.21,1760.11,2542.35,,350.856,1592.44,2409.89,1197.16,,7561.94,,1024.83,5983.79,567.713,7501.57,,7509.23
7367,7368,forest,7961.4,7953.38,7909.68,2046.63,6930.32,1120.78,7377.09,1881.11,3548.25,7878.87,,1660.01,,,497.819,1589.45,2849.1,976.524,6894.48,7735.4,6988.98,565.701,3579.58,561.343,,1201.01,6432.49
7368,7369,forest,7480.66,7943.6,8164.69,,6464.14,1980.35,924.639,6223.06,1153.58,7995.01,2233.52,1614.51,2666.92,4009.96,,1475.26,6028.19,779.954,6695.59,7901.91,6918.89,534.308,1155.37,521.851,8076.54,979.43,6739.94
7369,7370,forest,7749.95,8083.13,6900.67,951.615,4208.91,750.81,4266.36,731.758,913.346,8048.75,1876.42,,3122.93,3374.56,353.096,1611.42,3595.54,1007.44,5039.85,8069.48,,375.258,658.074,487.882,3181.46,823.487,8244.31
7370,7371,forest,5459.31,5865.69,5297.21,6097.42,5601.72,,6102.69,7015.96,6139.72,5780.76,334.69,6293.45,523.414,2482.95,6136.22,450.948,969.313,6044.28,4504.45,2150.91,2941.26,419.846,525.455,343.159,7327.37,,331.687
7371,7372,forest,5259.71,5943.55,5439.68,6103.75,5969.34,7044.74,6394.22,,6221.47,6008.45,,6735.18,,2102.42,5693.13,962.968,939.916,6504.42,4747.62,4249.64,3017.41,428.027,462.15,,7287.24,3839.3,334.385
7372,7373,forest,5418.89,6073.56,5639.46,,6240.99,6548.22,6151.6,,6196.03,6034.28,,6699.25,731.775,2745.56,5896.34,362.071,,6515.51,5189.41,,,396.538,458.814,338.515,7531.68,,390.067
7373,7374,forest,7687.44,8087.82,,5866.59,1233.69,6600.69,3950.81,6326.47,1384.04,8093.5,1648.25,2532.41,5378.05,3477.01,866.055,869.095,4407.68,5302.17,1542.13,7359.49,523.203,7026.0,339.269,2580.6,7382.79,492.955,5144.14
7374,7375,forest,8002.21,,739.81,699.457,1260.81,7326.5,2909.71,3634.87,,7871.06,732.086,2376.55,3760.04,2038.3,581.167,,6034.92,3926.61,2168.05,7105.61,602.625,6821.42,467.248,1104.06,7266.53,,1442.37
7375,7376,forest,8376.15,,480.789,6269.82,1612.18,,4271.52,,1258.86,8105.79,1071.65,2489.25,5957.23,,855.322,913.961,5719.37,4528.1,2437.04,6564.41,694.341,6833.17,341.978,1769.17,7371.04,509.454,4001.15
7377,7378,forest,7234.49,6800.62,976.521,603.804,1252.29,6169.79,2705.8,2530.14,1158.44,6820.61,693.689,2547.86,3799.69,2032.97,575.613,,5590.97,3051.64,1864.23,6946.41,528.202,6455.7,548.708,1021.9,7042.39,431.877,1515.23
7378,7379,forest,4586.4,7152.69,667.449,1251.71,988.894,7506.23,,,,7904.66,1061.46,2566.29,3632.12,2063.33,609.809,752.12,6925.65,4329.41,2061.93,7666.09,547.398,5567.97,381.513,1398.05,7637.91,467.207,
7380,7381,forest,8162.85,8223.06,,2363.87,,7954.06,415.824,7162.69,1085.54,7731.13,2261.12,1768.41,2031.47,,814.839,747.807,6959.31,1074.46,6764.06,8258.81,6715.48,6528.64,459.427,1627.64,7906.51,441.86,1218.42
7381,7382,forest,3166.13,7426.06,2155.47,,1017.08,7236.22,3775.82,5848.54,977.325,7947.66,889.573,2384.83,2526.31,2952.82,516.201,798.46,2289.71,4932.27,842.161,5869.8,561.461,6616.11,283.28,2009.1,7074.89,475.0,
7382,7383,forest,7886.83,7623.02,2587.99,6254.71,1902.69,,,5880.93,710.969,8128.74,2421.89,2186.18,2424.01,1842.31,426.901,744.645,7041.33,649.825,6330.7,,5225.92,7436.43,,2240.77,7920.08,458.474,901.356
7383,7384,forest,8084.9,7876.09,1352.7,792.032,958.132,7653.27,3225.2,5874.43,966.422,7993.3,898.642,2454.43,,2210.64,595.13,795.011,5650.11,3044.19,1395.24,6954.21,443.426,6908.49,470.585,1170.51,7334.14,464.363,4833.3
7384,7385,forest,5907.71,8061.17,3405.11,6626.91,,7361.18,,6201.97,1075.49,7927.48,815.705,2437.26,4013.24,2593.78,787.429,782.255,5705.24,3418.86,713.635,,,6676.13,313.924,,7104.23,471.44,4893.97
7385,7386,forest,7626.77,7602.75,990.952,543.148,1515.67,7060.61,3518.08,5634.04,1368.09,7418.18,696.287,2321.92,4537.36,2115.87,686.997,827.63,6596.97,5382.89,918.919,6533.47,617.522,6526.4,,1167.71,7029.98,414.592,1472.39
7386,7387,forest,7833.48,7865.93,633.554,608.604,,7411.63,1965.07,4487.95,,,799.338,2269.09,3426.19,1977.0,597.492,819.839,6967.92,5606.14,2629.94,6722.68,603.372,6692.84,439.253,1207.13,7027.87,446.871,2674.96
7387,7388,forest,7914.78,7688.39,561.713,2601.1,1736.03,6944.05,4166.04,6359.5,1468.23,7773.63,637.318,2317.43,3711.7,2466.87,592.73,,5753.76,6072.0,1247.71,7405.63,522.555,6926.04,417.694,1713.65,7367.08,395.786,1645.89
7388,7389,forest,6293.71,8178.72,1321.06,5080.64,1203.79,7121.66,3632.2,5150.36,1940.46,7885.45,978.373,2601.3,3715.42,3014.93,1012.07,845.122,,3475.64,766.902,5531.85,,5382.7,298.003,2203.46,6846.62,496.945,5265.86
7390,7391,forest,,8089.37,4446.29,7446.46,1250.0,6824.85,3314.86,3343.24,1037.32,7986.25,1020.86,2403.67,2617.44,3711.61,485.567,804.337,1088.13,5428.04,558.034,5118.38,534.162,6516.5,287.585,3630.08,,577.675,4079.14
7391,7392,forest,8273.7,8115.38,522.14,7859.85,1319.41,7562.15,4047.6,3159.44,,8152.46,1281.26,2589.82,6212.74,3442.04,955.633,889.946,5915.01,5549.56,1681.81,5960.82,955.627,6610.75,,,7464.43,647.765,6589.96
7392,7393,forest,8256.74,8015.85,351.364,5498.03,1448.44,7216.4,3476.01,3935.06,1314.74,7979.38,1059.47,2649.12,5632.53,4376.31,663.246,945.288,,7336.05,3543.06,6748.33,1372.65,,317.068,1651.35,7702.85,450.954,5187.09
7393,7394,forest,7007.87,8053.06,2534.01,7864.98,1048.37,7368.04,279.164,2415.21,869.967,8102.81,5986.04,1913.84,2559.39,2121.54,485.925,737.764,,918.283,4954.94,7193.71,,7047.5,360.911,2711.09,7591.33,448.65,1764.71
7394,7395,forest,7887.45,8152.67,3573.02,2528.71,7837.08,,2731.1,743.025,1284.9,1479.69,,1526.86,3641.33,2107.74,303.081,1515.54,5258.36,865.971,6991.01,7953.96,6793.09,,,529.986,6757.33,939.512,6311.54
7395,7396,forest,7445.31,7782.98,2898.69,4566.83,1637.96,534.814,1489.09,719.78,1227.71,6409.94,6269.81,1522.09,1587.42,1409.95,305.851,1666.26,6917.29,594.263,6275.39,2900.21,6084.75,552.764,1792.37,782.275,7418.5,,7319.6
7396,7397,forest,7957.52,7771.59,4305.51,3006.23,2290.98,633.188,,538.066,1078.8,,5910.13,1555.02,2406.68,1232.35,261.684,1651.89,6798.46,1405.45,6351.95,1789.83,6077.59,569.918,2729.97,534.047,7150.43,752.599,7664.9
7397,7398,forest,7860.31,7966.02,1124.49,5808.74,7624.8,1341.09,1822.25,,1759.93,5761.54,1905.99,1342.84,4908.76,1925.56,325.714,1551.4,1719.86,1265.8,6398.32,,6154.53,476.145,6641.65,485.393,6247.88,1625.79,7449.78
7398,7399,forest,7593.54,7980.79,6527.47,2040.14,1711.25,407.673,,529.942,1191.92,5906.45,4002.4,1363.17,1702.12,1289.02,277.163,1704.66,6857.11,1103.02,6249.68,679.49,,947.345,3812.01,717.813,7446.55,788.459,8079.99
7399,7400,forest,6261.25,7941.88,5571.51,6457.28,,539.89,3146.79,5366.38,1243.18,4536.5,,,1546.05,995.708,279.253,1452.94,6786.51,752.793,6453.21,1900.78,6123.41,1072.17,1123.68,1076.86,7528.63,,2784.63
7400,7401,forest,7502.35,6766.8,5482.48,2276.21,5730.06,595.314,1871.61,806.694,1043.62,,4339.22,1486.56,2579.27,1476.18,280.424,1629.81,5105.43,1804.04,6617.54,1816.71,6290.85,908.025,,610.936,7228.17,869.738,7363.26
7401,7402,forest,6199.39,4764.99,3252.2,4442.64,1956.48,840.464,2813.8,3419.74,,2161.55,5222.78,2489.52,1070.13,1263.97,,1382.37,,687.016,5093.34,3519.94,,819.23,2278.38,686.601,,756.1,1632.62
7402,7403,forest,,8121.73,5442.48,1921.46,1986.51,422.255,1671.87,1097.6,1087.9,5827.61,2385.74,1281.23,1838.64,,282.827,1600.2,7212.25,2580.9,6610.58,762.627,6676.64,516.578,7293.39,761.489,7367.67,865.001,7930.41
7403,7404,forest,7985.48,8170.56,2430.01,3029.94,7630.88,946.376,2592.15,1679.3,,6797.22,6090.85,1446.6,4626.48,,381.25,1561.0,4659.18,872.469,4976.17,6581.32,5910.09,450.111,,567.509,7714.43,1088.34,7802.23
7404,7405,forest,8083.17,8195.91,1828.52,5000.32,2333.95,583.533,1556.83,,1099.96,6289.38,6526.2,1791.83,1194.25,1150.98,,1544.37,7167.49,598.603,6393.88,5254.28,5967.05,903.093,1583.84,910.036,,812.839,3931.31
7405,7406,forest,,7659.18,2077.59,3129.91,,1088.96,1164.58,5555.03,1776.05,6243.15,1502.62,1253.53,1903.64,2231.21,307.691,1524.04,,,6841.12,3060.22,6395.1,433.811,6781.8,669.229,6413.28,1073.5,7573.27
7406,7407,forest,,7521.35,745.82,5664.99,6558.17,,,1596.61,1901.91,7453.6,1149.85,1298.61,4468.79,2141.45,343.886,,1926.58,1640.59,6027.6,6272.3,5752.22,397.866,6511.1,537.025,6234.22,2053.96,7188.01
7407,7408,forest,7773.75,8080.63,,2002.97,6879.39,696.998,5566.51,,2373.89,2288.38,4985.63,1644.9,2617.21,2190.63,374.723,1581.86,4153.12,750.682,6919.75,,7005.87,1315.63,5816.49,497.308,5339.51,1444.38,5991.8
7408,7409,forest,7714.06,7776.19,941.765,6998.41,7140.53,,7124.15,768.294,7052.44,7866.71,3072.94,1360.53,3575.93,2138.03,408.838,1657.31,,1144.52,6235.2,6684.6,5980.48,475.919,6874.69,587.418,5354.23,3230.26,7547.43
7409,7410,forest,7998.9,7853.72,2802.58,3816.22,7612.94,1104.95,,810.925,1324.16,3000.33,6062.87,1521.33,4631.0,2166.38,309.42,1554.01,5458.74,1406.43,6579.24,7160.29,6177.61,514.485,4021.4,604.034,7990.23,946.0,8123.19
7410,7411,forest,7705.71,5472.59,1602.31,5754.35,5608.14,715.774,1800.92,971.098,1968.41,6205.27,978.796,1170.14,2133.66,2790.81,305.259,1514.55,,1928.88,5678.56,6037.91,,404.914,6101.16,,5719.68,1893.05,6706.96
7411,7412,forest,8086.31,7972.04,3346.25,2672.27,7032.42,653.459,1506.85,1218.18,1146.43,7314.6,1187.27,1365.74,1969.24,1304.37,262.13,1592.8,6482.73,2324.09,,1433.42,6268.41,605.607,6942.42,,7319.98,939.505,7554.05
7412,7413,forest,8115.34,8251.49,1537.66,2424.18,7632.67,1883.41,2721.74,1096.32,1153.72,7654.22,,1431.47,5096.78,2066.83,,1534.85,3957.36,1717.1,6915.1,6091.74,7192.07,534.244,7547.51,566.038,8046.83,,
7413,7414,forest,,8031.41,6228.05,4866.78,3297.74,374.07,,3130.18,1981.98,,4882.79,1382.48,1735.53,1465.25,254.555,1432.44,6923.56,998.938,5738.22,,5526.29,919.216,5547.47,1050.21,2557.76,956.231,4884.47
7414,7415,forest,8233.67,7532.94,1398.31,6049.5,6311.41,925.732,1777.04,828.539,1759.08,4461.47,,1337.38,3020.68,2164.4,323.124,1563.96,1622.57,1876.46,6269.46,2426.56,6068.69,466.668,6842.8,521.566,7648.9,1411.5,7905.77
7415,7416,forest,7851.54,7670.01,7561.69,7347.69,941.988,,5160.96,,6492.88,7664.25,1984.47,,3087.62,2980.9,3852.58,1239.69,5109.18,5273.49,6302.73,3942.32,5812.2,7133.25,831.497,,7019.07,689.464,932.067
7416,7417,forest,8195.24,6676.19,6968.43,7122.08,667.129,937.132,7370.54,568.034,1583.17,7843.14,,1193.98,1637.32,4570.04,5276.77,1298.9,5056.03,7450.59,6115.26,4719.09,5761.05,7160.3,6810.02,1331.79,7491.62,685.999,1390.03
